Sirket	Urun	Tur Adi	Inc	Ram	Isletim Sistemi	Agirlik	Ekran	Ekran Genisligi	Ekran Yuksekligi	Dokunmatik Ekran	IPS Panel	Retina Ekran	Islemci Sirketi	Islemci Frekansi	Islemci Modeli	Birincil Depolama	Ikincil Depolama	Birincil Depolama Turu	Ikincil Depolama Turu	Grafik Karti Sirketi	Grafik Karti Modeli	Fiyat(TürkLirasi)
Lenovo	Yoga Book	2 in 1 Convertible	10.1	4.0	Android	0.69	Standard	1920.0	1200.0	Yes	Yes	No	Intel	1.44	Atom x5-Z8550	64.0	0.0	Flash Storage	No	Intel	HD Graphics 400	20313.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i7 7560U	256.0	0.0	SSD	No	Intel	Iris Plus Graphics 640	51023.0
Lenovo	IdeaPad Y900-17ISK	Gaming	17.3	16.0	Windows 10	4.6	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HK	256.0	1024.0	SSD	Hybrid	Nvidia	GeForce GTX 980M	101749.62999999999
Razer	Blade Stealth	Ultrabook	12.5	8.0	Windows 10	1.25	4K Ultra HD	3840.0	2160.0	Yes	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	38073.0
Toshiba	Portege X30-D-10K	Ultrabook	13.3	16.0	Windows 10	1.05	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	82362.0
Asus	Rog GL752VW-T4308T	Gaming	17.3	8.0	Windows 10	3.52	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	48562.13
Vero	V131 (X5-Z8350/4GB/32GB/FHD/W10)	Notebook	13.3	4.0	Windows 10	1.35	Full HD	1920.0	1080.0	No	No	No	Intel	1.44	Atom X5-Z8350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 400	7252.0
HP	Spectre Pro	Notebook	13.3	8.0	Windows 10	1.16	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	62530.0
HP	EliteBook 1040	Notebook	14.0	8.0	Windows 7	1.43	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	55981.0
Dell	Latitude E5570	Notebook	15.6	4.0	Linux	2.09	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	19374.31
Asus	VivoBook Max	Notebook	15.6	4.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	16095.0
Lenovo	ThinkPad Yoga	2 in 1 Convertible	14.0	8.0	Windows 10	1.8	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	61753.0
Lenovo	Yoga Book	2 in 1 Convertible	10.1	4.0	Windows 10	0.69	Standard	1920.0	1200.0	Yes	Yes	No	Intel	1.44	Atom x5-Z8550	64.0	0.0	Flash Storage	No	Intel	HD Graphics 400	17723.0
HP	EliteBook 820	Ultrabook	12.5	8.0	Windows 7	1.26	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	70115.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	No OS	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	36593.0
HP	Omen -	Gaming	17.3	8.0	Windows 10	3.35	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.3	Core i5 6300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	41773.0
HP	15-bs078cl (i7-7500U/8GB/2TB/W10)	Notebook	15.6	8.0	Windows 10	2.04	Standard	1366.0	768.0	No	No	No	Intel	2.7	Core i7 7500U	2048.0	0.0	HDD	No	Intel	HD Graphics 620	23273.0
Lenovo	ThinkPad P40	2 in 1 Convertible	14.0	8.0	Windows 7	1.8	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.6	Core i7 6600U	512.0	0.0	SSD	No	Nvidia	Quadro M500M	75864.06
Asus	L403NA-GA013TS (N3350/4GB/32GB/W10)	Notebook	14.0	4.0	Windows 10	1.5	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	10286.0
HP	250 G6	Ultrabook	15.6	8.0	Windows 10	1.84	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	27824.0
Acer	Aspire E5-576G	Notebook	15.6	4.0	Windows 10	2.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	22792.0
Lenovo	IdeaPad 500-15ISK	Notebook	15.6	16.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	1024.0	0.0	Hybrid	No	AMD	Radeon R7 M360	40663.0
HP	ZBook 17	Workstation	17.3	8.0	Windows 7	3.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M3000M	146127.80000000002
Dell	Inspiron 5567	Notebook	15.6	8.0	Windows 10	2.5	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	AMD	Radeon R7 M445	29008.0
MSI	GT72S Dominator	Gaming	17.3	16.0	Windows 10	3.78	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 6820HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 980M	88763.0
HP	EliteBook 850	Ultrabook	15.6	8.0	Windows 7	1.88	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	80353.64
Lenovo	ThinkPad X1	2 in 1 Convertible	14.0	16.0	Windows 10	2.8	Standard	2560.0	1440.0	Yes	Yes	No	Intel	2.6	Core i7 6600U	512.0	0.0	SSD	No	Intel	HD Graphics 520	90280.0
MSI	GP62M 7RDX	Gaming	15.6	8.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	42283.6
HP	Spectre Pro	2 in 1 Convertible	13.3	8.0	Windows 10	1.48	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	60273.0
HP	ZBook 15	Workstation	15.6	8.0	Windows 7	2.59	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M1000M	82473.0
HP	Spectre Pro	2 in 1 Convertible	13.3	8.0	Windows 10	1.48	Standard	2560.0	1440.0	Yes	No	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	66563.0
HP	ZBook Studio	Workstation	15.6	8.0	Windows 7	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M1000M	70263.0
HP	EliteBook 820	Ultrabook	12.5	8.0	Windows 7	1.26	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	84987.15
Dell	Vostro 5568	Notebook	15.6	8.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	37366.299999999996
HP	EliteBook 850	Notebook	15.6	8.0	Windows 7	1.88	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	58423.0
Lenovo	ThinkPad X1	2 in 1 Convertible	14.0	8.0	Windows 10	1.27	Standard	2560.0	1440.0	Yes	Yes	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	86543.0
Lenovo	V110-15ISK (i3-6006U/4GB/1TB/No	Notebook	15.6	4.0	No OS	1.9	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	12543.0
HP	15-BA015wm (E2-7110/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	1.86	Standard	1366.0	768.0	No	No	No	AMD	1.8	E-Series 7110	500.0	0.0	HDD	No	AMD	Radeon R2 Graphics	10989.0
Lenovo	B51-80 (i5-6200U/8GB/1TB/Radeon	Notebook	15.6	8.0	No OS	2.32	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	1024.0	0.0	HDD	No	AMD	Radeon R5 M330	22163.0
Dell	Inspiron 7567	Gaming	15.6	8.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050Ti	44363.0
Dell	XPS 15	Notebook	15.6	8.0	Windows 10	2.04	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	2.3	Core i5 6300HQ	256.0	0.0	SSD	No	Nvidia	GeForce 960M	83275.15999999999
HP	15-bw002nv (A6-9220/4GB/256GB/Radeon	Notebook	15.6	4.0	Windows 10	1.91	Full HD	1920.0	1080.0	No	No	No	AMD	2.5	A6-Series A6-9220	256.0	0.0	SSD	No	AMD	Radeon 520	17718.93
MSI	GP72M 7REX	Gaming	17.3	16.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	55233.6
Lenovo	ThinkPad T460s	Ultrabook	14.0	12.0	Windows 7	1.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6600U	512.0	0.0	SSD	No	Intel	HD Graphics 520	85063.0
Lenovo	B51-80 (i5-6200U/8GB/1008GB/Radeon	Notebook	15.6	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	1024.0	0.0	Hybrid	No	AMD	Radeon R5 M330	29174.13
HP	Spectre Pro	2 in 1 Convertible	13.3	8.0	Windows 10	1.48	Standard	2560.0	1440.0	Yes	No	No	Intel	2.6	Core i7 6600U	512.0	0.0	SSD	No	Intel	HD Graphics 520	75517.0
Lenovo	ThinkPad T460	Ultrabook	14.0	8.0	Windows 7	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	55463.0
MSI	GS40 Phantom	Gaming	14.0	16.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 970M	65453.0
HP	Pavilion 15-cb003nv	Gaming	15.6	8.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	33263.0
Lenovo	IdeaPad 310-15ISK	Notebook	15.6	8.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	16983.0
HP	250 G4	Notebook	15.6	4.0	No OS	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	17648.63
Dell	Inspiron 7567	Gaming	15.6	8.0	Windows 10	2.62	4K Ultra HD	3840.0	2160.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	55426.0
Lenovo	ThinkPad T570	Notebook	15.6	8.0	Windows 10	1.95	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	51430.0
Lenovo	320-15ISK (i3-6006U/4GB/1TB/GeForce	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Nvidia	GeForce 920MX 	17316.0
HP	Stream 14-AX000nv	Notebook	14.0	2.0	Windows 10	1.44	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	32.0	0.0	Flash Storage	No	Intel	HD Graphics 400	9213.0
MSI	PL60 7RD	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	31043.0
HP	250 G5	Notebook	15.6	8.0	Windows 10	1.96	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	25123.0
HP	ProBook 450	Notebook	15.6	16.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	42883.0
Asus	X553SA-XX021T (N3050/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3050	500.0	0.0	HDD	No	Intel	HD Graphics	13653.0
Lenovo	V110-15ISK (i5-6200U/4GB/500GB/No	Notebook	15.6	4.0	No OS	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	14726.0
Lenovo	IdeaPad 510-15IKB	Notebook	15.6	8.0	No OS	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	26233.0
Asus	UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10)	Notebook	14.0	4.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i3 7100U	256.0	0.0	SSD	No	Intel	HD Graphics 620	28453.0
Lenovo	B51-80 (i7-6500U/4GB/1008GB/FHD/W7)	Notebook	15.6	4.0	Windows 7	2.32	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	1024.0	0.0	Hybrid	No	Intel	HD Graphics 520	30525.0
Lenovo	IdeaPad Y700-15ISK	Gaming	15.6	16.0	Windows 10	3.31	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 960	48285.0
MSI	GS60 Ghost	Gaming	15.6	16.0	Windows 10	1.91	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 970M	79674.69
HP	ProBook 450	Notebook	15.6	4.0	Windows 10	2.07	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i3 6100U	500.0	0.0	HDD	No	Intel	HD Graphics 520	24050.0
Lenovo	ThinkPad X1	2 in 1 Convertible	14.0	8.0	Windows 10	1.36	Standard	2560.0	1440.0	Yes	Yes	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	60569.0
Lenovo	IdeaPad 310-15IKB	Ultrabook	15.6	6.0	Windows 10	1.54	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 920M	30747.0
Dell	Vostro 5568	Notebook	15.6	8.0	Linux	1.98	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce GT 940MX	33115.37
Acer	Aspire 3	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Celeron Dual Core N3350	500.0	0.0	HDD	No	Intel	HD Graphics 500	12321.0
HP	Pavilion 15-BC000nv	Notebook	15.6	6.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 960M	29563.0
Asus	Rog GL552VW-DM201T	Gaming	15.6	8.0	Windows 10	2.591	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	33633.0
Dell	Inspiron 5578	2 in 1 Convertible	15.6	16.0	Windows 10	2.09	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	43623.0
Acer	Aspire E5-576G	Notebook	15.6	4.0	Windows 10	2.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	25567.0
Dell	XPS 13	Ultrabook	13.3	8.0	Linux	1.23	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	40663.0
Acer	Predator G9-793	Gaming	17.3	16.0	Windows 10	4.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	96163.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	30303.0
Samsung	Chromebook Plus	2 in 1 Convertible	12.3	4.0	Chrome OS	1.15	Standard	2400.0	1600.0	Yes	Yes	No	Samsung	2.0	Cortex A72&A53	32.0	0.0	Flash Storage	No	ARM	Mali T860 MP4	24383.0
HP	250 G6	Notebook	15.6	4.0	Windows 10	1.86	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	17945.0
"Apple,""MacBook 12"""""",Ultrabook,12.0,8,Mac OS X,0.92,1163.0,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 5300"																						
Dell	Inspiron 7378	2 in 1 Convertible	13.3	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	44363.0
HP	Pavilion Power	Notebook	15.6	12.0	Windows 10	2.21	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	49099.0
Lenovo	V110-15ISK (i3-6006U/4GB/1TB/Radeon	Notebook	15.6	4.0	No OS	1.9	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	AMD	Radeon R5 M430	13616.0
Asus	Rog G752VY-GC229T	Gaming	17.3	16.0	Windows 10	4.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 980M	79550.0
Acer	Aspire 3	Notebook	15.6	4.0	Linux	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Celeron Dual Core N3350	1024.0	0.0	HDD	No	Intel	HD Graphics 500	10064.0
MSI	GS73VR 7RF	Gaming	17.3	16.0	Windows 10	2.43	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	75809.3
Dell	Inspiron 5567	Notebook	15.6	4.0	Windows 10	2.3	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	AMD	Radeon R7 M440	18463.0
Lenovo	IdeaPad 310-15ISK	Notebook	15.6	8.0	No OS	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i7 6500U	500.0	0.0	HDD	No	Nvidia	GeForce 920MX	23273.0
Dell	Inspiron 5579	2 in 1 Convertible	15.6	16.0	Windows 10	2.0	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	47545.0
Dell	XPS 13	Ultrabook	13.3	16.0	Windows 10	1.2	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	99160.0
Asus	FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1060	43253.0
Dell	Inspiron 5567	Notebook	15.6	8.0	Windows 10	2.36	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	AMD	Radeon R7 M445	32893.0
HP	15-bs025nv (i5-7200U/8GB/256GB/W10)	Notebook	15.6	8.0	Windows 10	1.91	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	21423.0
Lenovo	IdeaPad 320-15AST	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	AMD	2.2	E-Series 9000	500.0	0.0	HDD	No	AMD	Radeon R2 Graphics	11063.0
Acer	Aspire E5-774G	Notebook	17.3	8.0	Windows 10	3.3	Standard	1600.0	900.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	23273.0
Asus	Rog Strix	Gaming	15.6	16.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	90613.0
"Apple,""MacBook 12"""""",Ultrabook,12.0,8,Mac OS X,0.92,1279.0,Standard,2304,1440,No,Yes,Yes,Intel,1.2,Core M,512,0,Flash Storage,No,Intel,HD Graphics 515"																						
Asus	FX502VM-AS73 (i7-7700HQ/16GB/1TB	Notebook	15.6	16.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	64713.0
MSI	GS73VR Stealth	Gaming	17.3	16.0	Windows 10	2.43	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	72112.63
Dell	Inspiron 7579	2 in 1 Convertible	15.6	8.0	Windows 10	2.191	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	36963.0
Asus	ROG Strix	Gaming	17.3	16.0	Windows 10	2.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	72113.0
Acer	C740-C9QX (3205U/2GB/32GB/Chrome	Netbook	11.6	2.0	Chrome OS	1.3	Standard	1366.0	768.0	No	No	No	Intel	1.5	Celeron Dual Core 3205U	32.0	0.0	SSD	No	Intel	HD Graphics	6438.0
Acer	E5 774G	Notebook	17.3	4.0	Windows 10	3.3	Standard	1600.0	900.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	22126.0
Lenovo	IdeaPad 320-17IKB	Notebook	17.3	8.0	No OS	2.8	Standard	1600.0	900.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	19943.0
Lenovo	IdeaPad Y700-15ISK	Gaming	15.6	8.0	Windows 10	2.6	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960<U+039C>	47064.0
Acer	SP714-51 (i7-7Y75/8GB/256GB/FHD/W10)	2 in 1 Convertible	14.0	8.0	Windows 10	1.2	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	1.3	Core i7 7Y75	256.0	0.0	SSD	No	Intel	HD Graphics 615	42513.0
Lenovo	Thinkpad T560	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	56573.0
MSI	GP62MVR 6RF	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	54616.07
HP	15-bw009nv (A12-9720P/6GB/1TB/Radeon	Notebook	15.6	6.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	AMD	2.7	A12-Series 9720P	1024.0	0.0	HDD	No	AMD	Radeon 530	19573.0
Dell	Latitude E7270	Ultrabook	12.5	8.0	Windows 7	1.26	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	63394.689999999995
Dell	Inspiron 5578	2 in 1 Convertible	15.0	4.0	Windows 10	2.08	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.4	Core i3 7100U	500.0	0.0	HDD	No	Intel	HD Graphics 620	18833.0
Asus	X540SA-RBPDN09 (N3710/4GB/1TB/W10)	Notebook	15.6	4.0	Windows 10	2.65	Standard	1366.0	768.0	No	No	No	Intel	1.6	Pentium Quad Core N3710	1024.0	0.0	HDD	No	Intel	HD Graphics 405	11433.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.29	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	54649.0
Dell	Vostro 3568	Notebook	15.6	4.0	Linux	2.18	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	19308.82
Lenovo	IdeaPad Y700-15ISK	Gaming	15.6	16.0	Windows 10	2.6	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	38073.0
MSI	GL62M 7RDX	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	42513.0
Lenovo	ThinkPad Yoga	Netbook	12.5	16.0	Windows 10	1.3	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Intel	HD Graphics 520	61050.0
Razer	Blade Pro	Gaming	14.0	16.0	Windows 10	1.95	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	SSD	No	Nvidia	GeForce GTX 1060	129463.0
Dell	Inspiron 3567	Notebook	15.6	8.0	Windows 10	2.3	Standard	1366.0	768.0	Yes	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	17353.37
MSI	GE72VR Apache	Gaming	17.3	16.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	59126.0
